user,item
69075,100001110
69097,100001110
6079,100001110
69121,100001110
79857,100001419
32861,100001419
88,100001419
32773,100001419
46002,100001749
82650,100001749
3538,100001749
15200,100001749
6834,100001749
71128,100001749
82690,100001749
82692,100001749
38250,100001749
44893,100001749
82705,100001749
82706,100001749
38246,100001749
82707,100001749
82722,100001749
82723,100001749
3637,100001749
59087,100001749
13101,100001749
12343,100001749
82736,100001749
38270,100001749
32773,100001749
85525,100001416
53505,100001416
72194,100001416
64896,100001416
85573,100001416
5887,100001416
54177,100001416
85593,100001416
47483,100001416
49564,100001416
85622,100001416
4816,100001416
19255,100001416
38207,100001416
53436,100001416
85657,100001416
85667,100001416
2528,100001416
55442,100001416
85686,100001416
60825,100001416
3646,100001416
85695,100001416
85696,100001416
85697,100001416
11790,100001416
55559,100001416
22465,100001416
13453,100001416
3414,100001416
27103,100001416
72460,100001416
34302,100001416
2595,100001416
85720,100001416
36831,100001416
85756,100001416
12343,100001416
2544,100001416
32773,100001416
79857,100001416
95820,100001580
95821,100001580
72116,100001580
25768,100001580
44730,100001853
3659,100001853
32971,100001853
83202,100001853
70367,100001853
96285,100001853
54841,100002002
2660,100002002
21423,100002002
43643,100002002
103397,100002002
30738,100002002
38939,100002002
103402,100002002
20847,100002238
22465,100002238
32773,100002238
121002,100002238
110971,100002238
85525,100002090
127792,100002090
26554,100002090
79857,100002090
127794,100002090
127795,100002090
127799,100002090
93607,100002090
25736,100002090
127840,100002090
8308,100002090
12913,100002090
127853,100002090
24236,100002090
127863,100002090
127866,100002090
127878,100002090
127879,100002090
127886,100002090
127912,100002090
127914,100002090
127923,100002090
127924,100002090
127929,100002090
127931,100002090
127936,100002090
127939,100002090
127947,100002090
127967,100002090
127969,100002090
46961,100002090
56273,100002090
127974,100002090
127983,100002090
127995,100002090
128013,100002090
36645,100002090
128028,100002090
128029,100002090
128030,100002090
128034,100002090
128043,100002090
128044,100002090
128045,100002090
128062,100002090
128066,100002090
311,100002090
128069,100002090
53517,100002090
128088,100002090
128092,100002090
128114,100002090
128117,100002090
128132,100002090
7955,100002090
128134,100002090
112655,100002090
19100,100002090
128135,100002090
128139,100002090
2516,100002090
128141,100002090
128142,100002090
66442,100002090
128149,100002090
5002,100002090
128153,100002090
10651,100002090
128156,100002090
60189,100002090
128158,100002090
128161,100002090
25584,100002090
120198,100002090
113245,100002090
18115,100002090
128163,100002090
128164,100002090
128172,100002090
112051,100002090
10012,100002090
120165,100002090
128180,100002090
38295,100002090
128186,100002090
12358,100002090
112568,100002090
128193,100002090
13567,100002090
2466,100002090
13452,100002090
128198,100002090
128199,100002090
44918,100002090
128200,100002090
37535,100002090
28394,100002090
24012,100002090
49001,100002090
46034,100002090
74553,100002090
128228,100002090
128230,100002090
11652,100002090
2429,100002090
112030,100002090
128252,100002090
128257,100002090
128261,100002090
128262,100002090
55442,100002090
53262,100002090
128267,100002090
128268,100002090
128275,100002090
49004,100002090
128283,100002090
75502,100002090
38244,100002090
11761,100002090
42242,100002090
24662,100002090
128291,100002090
13453,100002090
128292,100002090
20383,100002090
123577,100002090
128296,100002090
11699,100002090
77125,100002090
128305,100002090
68404,100002090
128310,100002090
55559,100002090
65152,100002090
128314,100002090
57360,100002090
54843,100002090
60825,100002090
53293,100002090
72283,100002090
128324,100002090
128325,100002090
21283,100002090
27088,100002090
128332,100002090
128334,100002090
106547,100002090
128335,100002090
128336,100002090
29258,100002090
81371,100002090
3414,100002090
53246,100002090
53061,100002090
128347,100002090
32773,100002090
2565,100002090
128350,100002090
22284,100002090
78546,100002090
31968,100002090
11462,100002090
79473,100002090
22913,100002090
66836,100002090
138145,100002387
50087,100002387
138179,100002387
138180,100002387
138184,100002387
138185,100002387
138198,100002387
72027,100002387
65999,100002237
144959,100002237
132034,100002237
145002,100002237
60645,100002237
145047,100002237
145056,100002237
75476,100002237
38996,100002237
2398,100002237
145078,100002237
71890,100002237
26582,100002237
97618,100002237
18176,100002237
145106,100002237
145110,100002237
5116,100002237
134971,100002237
145120,100002237
128334,100002237
145125,100002237
32860,100002237
26798,100002237
145135,100002237
79322,100002237
145148,100002237
3638,100002237
1935,100002237
38939,100002237
79140,100002237
145201,100002237
4822,100002237
96285,100002237
58892,100002237
154357,100002597
103594,100002597
103594,100002597
154358,100002597
36830,100002597
69392,100002597
82377,100002597
84224,100002597
154368,100002597
154381,100002597
16521,100002597
154385,100002597
154387,100002597
37395,100002597
154388,100002597
154389,100002597
95069,100002597
154395,100002597
2461,100002597
154404,100002597
60281,100002597
14340,100002597
154417,100002597
154420,100002597
154424,100002597
154425,100002597
154427,100002597
154428,100002597
18265,100002597
154434,100002597
82692,100002597
149360,100002597
32974,100002597
10651,100002597
70078,100002597
19255,100002597
37554,100002597
46034,100002597
154446,100002597
37535,100002597
97260,100002597
67882,100002597
154448,100002597
7834,100002597
154450,100002597
154451,100002597
142658,100002597
154453,100002597
154456,100002597
134866,100002597
154459,100002597
154460,100002597
2516,100002597
10057,100002597
154465,100002597
154466,100002597
154470,100002597
154474,100002597
154479,100002597
154480,100002597
128,100002597
154483,100002597
632,100002597
20871,100002597
90935,100002597
154487,100002597
10038,100002597
57444,100002597
154490,100002597
13003,100002597
154493,100002597
154494,100002597
154495,100002597
72027,100002597
65152,100002597
71429,100002597
154498,100002597
12343,100002590
45621,100002590
163973,100002590
163976,100002590
163977,100002590
56270,100002590
163980,100002590
19217,100002590
38306,100002590
24194,100002590
102556,100002590
163982,100002590
163984,100002590
138184,100002590
28151,100002590
59160,100002590
36733,100002590
13453,100002590
35536,100002689
165258,100002689
165261,100002689
165268,100002689
165275,100002689
165277,100002689
97188,100002689
165281,100002689
113155,100002689
53218,100002689
82547,100002689
32971,100002689
111735,100002689
165301,100002689
165307,100002689
9359,100002805
11799,100002805
79857,100002805
185977,100002805
186047,100002805
13554,100002805
47283,100002805
6668,100002805
186147,100002805
186164,100002805
186166,100002805
186201,100002805
165258,100002805
105932,100002805
186219,100002805
186238,100002805
186251,100002805
18265,100002805
48865,100002805
186274,100002805
186277,100002805
82547,100002805
186292,100002805
186302,100002805
186310,100002805
186314,100002805
186315,100002805
186316,100002805
186331,100002805
66812,100002805
18158,100002805
52790,100002805
101318,100002805
13671,100002805
98071,100002805
186432,100002805
53061,100002805
186465,100002805
125901,100002805
65152,100002805
10038,100002805
35536,100002805
186487,100002805
30411,100003223
198365,100003223
261103,100003223
261121,100003223
34289,100003223
261122,100003223
207144,100003223
111579,100003223
238913,100003659
287548,100003659
287596,100003659
287635,100003659
287643,100003659
287650,100003659
287662,100003659
128062,100003659
287717,100003659
287817,100003659
287826,100003659
101369,100003659
287885,100003659
231528,100003659
287926,100003659
287927,100003659
287928,100003659
287961,100003659
287994,100003659
288012,100003659
288013,100003659
288016,100003659
288064,100003659
77568,100003659
77489,100003659
288187,100003659
288198,100003659
288219,100003659
288241,100003659
288249,100003659
288252,100003659
61926,100003659
9043,100003659
288434,100003659
288473,100003659
218411,100003659
288526,100003659
288641,100003659
24191,100003659
215671,100003659
288781,100003659
8730,100003659
56270,100003659
288810,100003659
288830,100003659
288849,100003659
288850,100003659
288858,100003659
288885,100003659
288936,100003659
37177,100003659
288950,100003659
288976,100003659
288986,100003659
216450,100003659
288990,100003659
288997,100003659
281343,100003659
132421,100003659
289024,100003659
289048,100003659
53052,100003659
289082,100003659
194664,100003659
289120,100003659
289152,100003659
289259,100003659
81074,100003659
12211,100003659
289306,100003659
289319,100003659
289323,100003659
289344,100003659
67104,100003659
2504,100003659
168386,100003659
289431,100003659
289434,100003659
289457,100003659
289458,100003659
289459,100003659
89026,100003659
289492,100003659
169176,100003659
289515,100003659
289528,100003659
289549,100003659
289558,100003659
59545,100003659
52543,100003659
289635,100003659
111774,100003659
289641,100003659
289671,100003659
289678,100003659
286895,100003659
59160,100004389
306491,100004389
5500,100004389
163984,100004389
306520,100004389
69330,100004389
306521,100004389
306522,100004389
312766,100005376
109420,100005376
312769,100005376
175999,100005376
149360,100005376
24194,100005376
312830,100005376
312831,100005376
75700,100005376
2014,100005511
2270,100005511
318567,100005511
318578,100005511
39202,100005511
317528,100005511
38996,100005511
106547,100005511
318667,100005511
1268,100005511
318681,100005511
4816,100005511
308606,100005511
4765,100005511
65585,100005511
144462,100005511
317552,100005511
130788,100005511
318786,100005511
10733,100005511
32247,100005511
249194,100005511
318819,100005511
128180,100005511
43056,100005511
39656,100005511
318912,100005511
4765,100005511
286131,100005511
195065,100005511
50039,100005511
318984,100005511
318996,100005511
13181,100005511
35661,100005511
319014,100005511
313728,100005511
319032,100005511
319066,100005511
15053,100005511
160522,100005511
3568,100005511
89428,100005511
319105,100005511
2115,100005511
319121,100005511
38728,100005511
18115,100005511
2037,100005511
258797,100005511
319188,100005511
74726,100005511
287231,100005511
319210,100005511
70495,100005511
63765,100005511
319221,100005511
319223,100005511
319224,100005511
88517,100005511
27767,100005511
131379,100005511
319293,100005511
319306,100005511
55362,100005511
319332,100005511
319385,100005511
319410,100005511
319413,100005511
319422,100005511
37567,100005511
16735,100005511
319456,100005511
319478,100005511
2517,100005511
251272,100005511
36797,100005511
2228,100005511
74862,100005511
319611,100005511
319620,100005511
91766,100005511
319649,100005511
22920,100005511
317711,100005511
166889,100005511
319700,100005511
319773,100005511
319778,100005511
319798,100005511
16521,100005511
16521,100005511
319799,100005511
197666,100005511
85065,100005511
319841,100005511
148914,100005511
19826,100005511
15200,100005511
319880,100005511
1145,100005511
138886,100005511
319913,100005511
160709,100005511
319934,100005511
3551,100005511
319950,100005511
319975,100005511
112405,100005511
36630,100005511
268877,100005511
320094,100005511
37719,100005511
7412,100005511
2078,100005511
45558,100005511
95783,100005511
317456,100005511
320145,100005511
189125,100005511
46931,100005511
320212,100005511
320238,100005511
184225,100005511
82697,100005511
320258,100005511
320356,100005511
320357,100005511
320367,100005511
232908,100005511
176233,100005511
145148,100005511
308609,100005511
320421,100005511
320464,100005511
320483,100005511
320484,100005511
138180,100005511
34635,100005511
320499,100005511
112655,100005511
53427,100005511
7834,100005511
37316,100005511
2522,100005511
2473,100005511
320556,100005511
3633,100005511
317210,100005511
320580,100005511
155121,100005511
22346,100005511
36733,100005511
320601,100005511
320624,100005511
36782,100005511
320626,100005511
11591,100005511
25185,100005511
317938,100005511
128296,100005511
2101,100005511
319890,100005511
129,100005511
320705,100005511
35515,100005511
53097,100005511
203705,100005511
632,100005511
320706,100005511
95578,100005511
58766,100005511
10649,100005511
13671,100005511
38270,100005511
53587,100005511
320731,100005511
102943,100005511
10027,100005511
54371,100005511
2595,100005511
320745,100005511
21451,100005511
18832,100005511
2429,100005511
320760,100005511
222840,100005511
163984,100005511
13098,100005511
320789,100005511
320791,100005511
320792,100005511
2572,100005511
320804,100005511
38225,100005511
231578,100005511
13452,100005511
320816,100005511
4822,100005511
3640,100005511
4764,100005570
4765,100005570
4766,100005570
4795,100005570
4816,100005570
4820,100005570
4822,100005570
4841,100005570
4842,100005570
343568,100007402
154465,100007402
228064,100007420
343594,100007420
80682,100007402
53996,100007402
343605,100007402
343608,100007402
71824,100007402
343626,100007420
343631,100007420
343636,100007402
71324,100007402
343638,100007402
343640,100007402
343645,100007420
31043,100007420
343667,100007420
343668,100007420
13144,100007420
343694,100007420
343713,100007420
162200,100007420
154465,100007420
343878,100007377
313291,100007377
36646,100007377
138886,100007377
343892,100007377
10379,100007377
205499,100007377
343915,100007377
7196,100007377
343924,100007377
71400,100007377
343934,100007377
343954,100007377
343959,100007377
343969,100007377
343982,100007377
343983,100007377
343984,100007377
165951,100007377
343992,100007377
192768,100007377
71189,100007377
344018,100007377
344020,100007377
344027,100007377
344034,100007377
344039,100007377
65660,100007377
343670,100007377
211025,100007377
344045,100007377
344056,100007377
344061,100007377
228737,100007377
292732,100007377
36746,100007377
344069,100007377
344083,100007377
344088,100007377
11048,100007377
344092,100007377
344095,100007377
105791,100007377
54675,100007377
192817,100007377
244038,100007377
281281,100007377
344128,100007377
344129,100007377
344145,100007377
344150,100007377
344165,100007377
344181,100007377
344183,100007377
344184,100007377
344203,100007377
344207,100007377
344209,100007377
45090,100007377
163715,100007377
344243,100007377
278593,100007377
344246,100007377
61059,100007377
36710,100007377
8628,100007534
27817,100007377
344270,100007377
344270,100007377
344270,100007377
8053,100007377
2078,100007377
344283,100007534
207156,100007377
344294,100007377
128117,100007377
344305,100007377
36790,100007377
6834,100007377
94217,100007377
96082,100007534
102900,100007534
36824,100007377
344341,100007377
38630,100007534
344349,100007534
12343,100007534
71128,100007534
344367,100007377
29773,100007680
75660,100007680
344673,100007680
138180,100007680
8295,100007680
45985,100007680
306491,100007649
251513,100007649
317635,100007649
54060,100007649
344891,100007649
344895,100007649
344924,100007649
154470,100007649
112512,100007649
344925,100007649
344950,100007649
344956,100007649
138180,100007649
133384,100007649
9359,100007649
345009,100007649
142658,100007649
345014,100007649
345015,100007649
9846,100007649
345325,100007665
306491,100007665
345341,100007665
145106,100007665
155092,100007665
846,100007665
54118,100007665
80785,100007979
28124,100007979
72473,100007979
2472,100007979
346003,100007538
57098,100007538
19392,100007538
102100,100007538
3344,100007538
346055,100007538
36790,100007538
311862,100007538
42242,100007538
903,100007538
346084,100007538
345356,100007538
346085,100007538
846,100007538
330641,100007538
21753,100007538
145201,100007538
319890,100007823
346244,100007823
4822,100007823
346246,100007823
160651,100007823
305280,100007823
346274,100007823
278474,100007823
346288,100007823
3389,100007823
346309,100007823
28060,100007823
195691,100007823
101369,100007823
38225,100007823
138180,100007823
346365,100007823
163984,100007823
54101,100007823
2522,100007823
59108,100007823
346416,100007823
346420,100007823
37316,100007823
36797,100007823
6834,100007823
188135,100007823
10057,100007823
72460,100007823
25370,100008193
348440,100008193
267877,100008193
348441,100008193
348485,100008193
348510,100008193
348565,100008193
228007,100008193
348633,100008193
343636,100008193
348684,100008193
348686,100008193
348703,100008193
52857,100008193
348704,100008193
217039,100008193
348736,100008193
846,100008101
151118,100008101
4822,100008101
9846,100008101
348760,100008193
348766,100008101
317289,100008101
348801,100008101
348812,100008193
36814,100008193
348817,100008193
121126,100008193
210658,100008193
142658,100008101
58863,100008101
348902,100008193
95783,100008193
348956,100008193
74858,100008193
18291,100008193
61323,100008193
349088,100008193
349090,100008193
72030,100008193
73988,100008193
349144,100008193
343667,100008193
349198,100008193
320238,100008193
349199,100008193
185115,100008193
349243,100008193
349273,100008193
349320,100008193
349333,100008193
2429,100008193
288012,100008193
6834,100008193
79179,100008193
82050,100008193
349397,100008193
101919,100008193
349399,100008193
2540,100008193
320705,100008193
208138,100008193
208138,100008193
59087,100008193
13671,100008193
65525,100008193
632,100008193
13570,100008193
85695,100008193
53508,100008193
132399,100008193
349637,100008193
113245,100008193
222840,100008193
308938,100008193
349737,100008385
187047,100008385
76055,100008385
262154,100008385
349854,100008385
80220,100008385
187047,100008385
349912,100008385
350677,100008289
46517,100008289
195374,100008289
350702,100008289
350716,100008289
350723,100008289
350724,100008289
348510,100008289
345024,100008289
350762,100008289
345073,100008289
350789,100008289
345084,100008289
5002,100008289
350810,100008289
350817,100008289
1524,100008289
10458,100008291
9359,100008291
222761,100008291
322389,100008291
82692,100008607
344305,100008607
367556,100009201
367559,100009201
367608,100009201
318026,100009201
160532,100009201
155905,100009201
367671,100009201
156386,100009201
37497,100009201
51205,100009201
367799,100009201
367884,100009201
367888,100009201
347800,100009201
367930,100009201
320357,100009201
367961,100009201
10839,100009201
367993,100009201
368019,100009201
158759,100009201
368051,100009201
168108,100009201
345090,100009201
57932,100009201
152228,100009201
57207,100009201
183892,100009201
46160,100009201
368380,100009201
57433,100009201
368435,100009201
154479,100009201
368440,100009201
368441,100009201
368442,100009201
54387,100009201
161020,100009201
339294,100009201
102762,100009405
373599,100009405
373601,100009405
3568,100009405
384921,100009787
208269,100009787
323257,100009787
344956,100009787
3496,100009787
385135,100009787
21421,100009787
12343,100009759
58980,100009759
391156,100009759
391158,100009759
2416,100009759
391180,100009759
155106,100009759
126323,100009759
140329,100009759
153779,100009759
186126,100009759
111824,100009759
75656,100009759
128,100009759
32773,100010063
557,100010063
392957,100010063
393012,100010063
87854,100010063
353776,100010063
41670,100010063
197833,100010063
393250,100010091
373601,100010091
393251,100010091
52997,100010091
393304,100010091
393330,100010091
393332,100010091
151286,100010091
12327,100010063
308683,100010063
308683,100010063
393375,100010091
11799,100010063
34301,100010063
22465,100010063
393381,100010063
38738,100010063
393394,100010063
190734,100010063
393400,100010091
148696,100010063
79338,100010063
5224,100010063
97185,100010091
18158,100010063
393417,100010063
126598,100010063
393440,100010091
393477,100010091
128268,100010091
393503,100010091
2565,100010091
2007,100010091
393545,100010091
126314,100010091
10038,100010091
128334,100010091
305075,100010091
60073,100009849
394602,100009849
154465,100009849
149516,100009849
74309,100009849
128305,100009849
330379,100009849
345015,100009849
13101,100010137
59157,100010137
24194,100010137
72283,100010137
396681,100010137
6834,100010137
397139,100010031
397205,100010031
349082,100010031
118779,100010031
111203,100010031
5887,100010031
140908,100010031
250026,100010031
4816,100010031
26204,100010031
54177,100010031
397702,100010078
268208,100010078
397755,100010078
74329,100010078
397793,100010078
330379,100010078
51757,100010031
61186,100010031
134824,100010031
397813,100010078
32974,100010078
181249,100010078
19953,100010078
67882,100010078
313657,100010078
67882,100010078
228259,100010031
392932,100010078
145135,100010078
18350,100010078
112041,100010031
349912,100010031
4421,100010031
25765,100010031
72460,100010078
128324,100010031
3715,100010031
302056,100010031
62915,100010031
69121,100010031
190817,100010031
399290,100010156
399306,100009778
331266,100009778
3344,100010156
399327,100009778
46411,100009778
319188,100009778
105791,100009778
75476,100009778
126173,100010156
231593,100010156
399361,100009778
98208,100010156
264983,100009778
399418,100009778
285277,100009778
4764,100009778
313802,100009778
56270,100009778
388084,100009778
399551,100009778
11344,100009778
129,100009778
154357,100009778
133601,100009778
69591,100009778
399583,100009778
71007,100009778
11700,100009778
3625,100009778
399607,100009778
5351,100009778
2572,100009778
10033,100009778
77160,100009778
46078,100009778
400406,100009892
387244,100009892
400538,100009892
186164,100009892
186164,100009892
400606,100009892
165855,100009892
400635,100009892
400657,100009892
373199,100009892
73831,100009892
319478,100009892
344950,100009892
21116,100009892
400778,100009892
60679,100009892
400789,100009892
129,100009892
401394,100009934
209518,100009934
99369,100009934
401412,100009934
36740,100009934
216246,100009934
401450,100009934
385682,100009934
401533,100009934
8309,100010389
59108,100010389
401556,100009934
401570,100010389
401571,100010389
36746,100010389
22545,100010389
401592,100010389
90740,100010389
145201,100010417
209729,100010417
356010,100010417
21932,100010417
402723,100010417
7591,100010417
402740,100010417
165871,100010417
311202,100010417
301729,100010417
289323,100010417
27168,100010417
134824,100010417
8548,100010417
168059,100010417
53400,100010417
180182,100010417
70352,100010417
78532,100010417
402949,100010417
310822,100010417
846,100010417
38837,100010417
35668,100010457
392155,100010457
403363,100010457
215194,100010457
345090,100010457
403391,100010457
403392,100010457
11579,100010457
268877,100010457
403433,100010457
30491,100010457
79140,100010115
403863,100010115
20585,100010115
351567,100010115
403951,100010115
403954,100010115
18176,100010115
35516,100010115
230083,100010115
846,100010115
309378,100010115
404018,100010115
97301,100010657
297746,100010657
60281,100010657
54000,100010657
66442,100010657
412460,100010657
412487,100010657
44918,100010657
412560,100010657
412624,100010657
412626,100010657
412627,100010657
14878,100010657
345356,100010657
412646,100010657
36797,100010657
27492,100010657
85695,100010657
412810,100010710
412822,100010710
412825,100010710
169219,100010710
211025,100010710
412956,100010710
412976,100010710
348686,100010710
10649,100010710
344950,100010710
38728,100010710
413046,100010710
56725,100010710
13413,100010710
413113,100010710
345543,100010710
413139,100010710
57554,100010573
413175,100010710
413182,100010710
250794,100010710
36729,100010710
97185,100010573
28151,100010573
13453,100010573
12343,100010573
413202,100010573
413203,100010573
413215,100010710
374015,100010710
68935,100010710
413263,100010710
156386,100010710
54072,100010710
413340,100010710
413356,100010710
37497,100010710
413387,100010710
413393,100010710
9752,100010710
177837,100010710
413532,100010710
320357,100010710
154495,100010710
101919,100010710
413613,100010710
13220,100010710
367888,100010710
413708,100010710
358214,100010710
154434,100010710
120265,100010710
158759,100010710
57932,100010710
413785,100010710
188914,100010710
413909,100010710
349333,100010710
154474,100010710
413934,100010710
47308,100010710
11913,100010710
164798,100010710
183892,100010710
414046,100010710
414053,100010710
156515,100010710
168400,100010710
8413,100010710
59108,100010710
102762,100010710
10057,100010710
37535,100010710
54115,100010710
414217,100010710
414218,100010710
73858,100010557
414242,100010557
54843,100010710
154479,100010710
154465,100010710
309374,100010710
401533,100010710
414287,100010710
13671,100010710
102943,100010710
297489,100010557
414327,100010557
305428,100010557
72027,100010557
22416,100010557
414359,100010710
3831,100010710
320731,100010710
102556,100010710
158791,100010710
158791,100010710
59157,100010710
414428,100010710
8295,100010710
414446,100010710
414458,100010502
12358,100010710
71350,100010502
109910,100010710
414502,100010710
414504,100010710
79866,100010710
380583,100010710
414566,100010710
53566,100010710
414572,100010710
385515,100010502
414584,100010502
74093,100010502
64480,100010502
154493,100010502
72125,100010710
345649,100010710
56318,100010710
2115,100010502
268877,100010502
30491,100010502
368442,100010710
414894,100010710
212641,100010685
415545,100010685
415584,100010685
162037,100010685
415628,100010685
207144,100010685
412627,100010685
412627,100010685
34289,100010685
34289,100010685
180432,100010685
318667,100010685
342346,100010685
230566,100010685
43668,100010685
49030,100010685
43668,100010685
2516,100010685
2516,100010685
80394,100010685
128,100010685
21283,100010685
53436,100010685
53436,100010685
415817,100010685
355745,100010699
38939,100010699
4816,100010699
311202,100010699
417135,100010699
56296,100010699
16900,100010699
417136,100010699
82697,100010699
417177,100010699
417181,100010699
349320,100010699
266393,100010699
417182,100010699
133308,100010699
417220,100010699
60343,100010699
320792,100010699
348184,100010699
71980,100010699
345014,100010699
417688,100010741
81925,100010741
319210,100010741
417738,100010741
190487,100010741
3568,100010741
130214,100010741
2078,100010741
128292,100010741
2550,100010741
73292,100010741
12343,100010741
25691,100011149
77160,100011149
25768,100011149
285028,100011149
420107,100011149
8295,100010732
4822,100010732
230701,100010732
2115,100010732
313653,100010732
54060,100010732
420292,100010732
420293,100010732
22397,100010732
138180,100010732
19255,100010732
420460,100010732
10038,100010732
2572,100010732
420476,100010732
57360,100010732
36790,100010732
2587,100010732
25765,100011072
43700,100011072
32806,100011072
421768,100011072
25922,100011215
66229,100011215
382398,100011215
102900,100011215
422707,100011215
1935,100011121
144401,100011121
423490,100011121
423491,100011121
167814,100011121
15730,100011121
297250,100011121
423644,100011121
423648,100011121
171018,100011121
153549,100011121
417220,100011121
423790,100011121
74553,100011121
145148,100011121
128275,100011121
399607,100011121
193461,100011121
10668,100011121
128268,100011121
387083,100011121
77119,100011121
145201,100011121
423895,100011121
29985,100011121
68935,100011233
424018,100011233
24079,100011233
417220,100011233
160982,100011233
25650,100011233
374368,100011233
53327,100011233
424085,100011233
424086,100011233
36797,100011233
320791,100011233
27103,100011233
25370,100010877
320789,100010877
130025,100010877
73830,100010877
424630,100010877
424632,100010877
305449,100010877
54177,100011353
426806,100011353
80570,100011353
426835,100011353
16204,100011425
74034,100011425
54177,100011425
216784,100010677
427121,100010677
427122,100010677
190461,100011425
